id,type,name,aliases,region,state,city,lat,lon,facets,what,root,kin,sources,tier,confidence,needs_verification,updated,url
blondies-sports-bar,place,Blondies Sports,Blondies Sports Bar|Blondie's,nyc,NY,New York,40.7832747,-73.9791292,"{""state"": ""NY"", ""status"": ""open"", ""cooked"": ""fried"", ""styles"": [""buffalo""]}","A sports bar on West 79th Street between Amsterdam and Broadway, on Manhattan's Upper West Side, with televisions in every sightline and a wing order most of the room is there for. NYC Tourism calls it ""a female-owned fixture on the Upper West Side for more than 35 years."" It runs late — later than almost any wing room in this set.",,wing-night|buffalo|super-bowl-sunday|the-pitcher|atomic-wings|hooters,s:web-nyctourism-blondies|s:web-timeout-blondies|s:web-happyhour-blondies|s:osm,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/blondies-sports-bar/
boltons-spicy-chicken-and-fish,place,Bolton's Spicy Chicken & Fish,Bolton's Famous Hot Chicken & Fish|Bolton's,nashville,TN,Nashville,36.1739636,-86.7613291,"{""state"": ""TN"", ""status"": ""open"", ""founded"": 1997, ""cooked"": ""fried"", ""styles"": [""nashville-hot""]}","A small East Nashville counter at 624 Main Street selling spicy fried chicken and spicy fried fish, opened in 1997 by Bolton Matthews and Dolly Ingram. The recipe came down from Matthews's uncle Bolton Polk. Its heat is the reference point other Nashville houses get measured by.",,nashville-hot|princes-hot-chicken-shack|hattie-bs|nashville-hot-oil|white-bread-and-pickles|southern-foodways-alliance|wing-cut,s:web-sfa-boltons|s:web-infatuation-boltons|s:wp-hot-chicken|s:web-bygone-nashville-boltons,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/boltons-spicy-chicken-and-fish/
bonchon,place,Bonchon,Bonchon Chicken|본촌치킨|Bonchon International Inc.,korean-american|texas|us,TX,Dallas,32.7762719,-96.7968559,"{""state"": ""TX"", ""status"": ""open"", ""founded"": 2002, ""cooked"": ""double-fried"", ""styles"": [""korean-american""]}","A Korean fried chicken chain that fries each piece twice and paints the sauce on with a brush. Jinduk Seo opened the first Bonchon in Busan, South Korea in 2002; the company now runs about 500 restaurants in more than ten countries and territories, keeps its global headquarters in Dallas, and manufactures every sauce in South Korea. Two sauces carry the brand: soy garlic and spicy. The chain closed its own South Korean restaurants at the end of 2016 and has exported ever since.",,korean-american|double-fry|soy-garlic-sauce|yangnyeom-sauce|the-toss|pickled-radish|wingstop|extra-crispy,s:wp-bonchon-chicken|s:web-bonchon-our-story|s:web-bonchon-site|s:wp-korean-fried-chicken,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/bonchon/
buffalo-wild-wings,place,Buffalo Wild Wings,Buffalo Wild Wings & Weck|BW3|BDubs|BWW,ohio-valley|us,GA,Atlanta,33.9353992,-84.3599421,"{""state"": ""GA"", ""status"": ""open"", ""founded"": 1982, ""cooked"": ""fried"", ""styles"": [""buffalo""]}","A sports-bar chain that put a Buffalo wing on a menu in Columbus, Ohio in 1982 and then on menus in all fifty states. Jim Disbrow and Scott Lowery opened it beside Ohio State University after failing to find Buffalo-style wings in Ohio. Wings go out in a long list of sauces and dry rubs — the chain's own sauce page counted 26 of them on 16 September 2026 — and the room is built around televised sport. Inspire Brands has owned it since 2018 and runs it from a support center in Sandy Springs, Georgia, which takes an Atlanta mailing address.",,jim-disbrow|beef-on-weck|buffalo|mango-habanero|boneless-wings|hooters|wingstop|super-bowl-sunday|the-price-of-a-wing,s:wp-buffalo-wild-wings|s:wp-buffalo-wing|s:web-bww-sauces|s:web-inspire-contact|s:web-buffalowing-hall-of-flame,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/buffalo-wild-wings/
capital-city-mambo-sauce,place,Capital City Mambo Sauce,"Capital City|Capital City, LLC",dc,MD,Bowie,38.9566003,-76.7054417,"{""state"": ""MD"", ""status"": ""open"", ""founded"": 2011}","A bottler, not a counter. Arsha and Charles Jones started Capital City in a home kitchen in 2011 to put D.C. mambo sauce in a jar, and the company now runs a headquarters and distribution building at Melford Town Center in Bowie, Maryland. The bottles reach Giant, Safeway, Wegmans and Target.",,mumbo-sauce|dc-mumbo|argia-b-collins|yums-carry-out|john-young|hot-sauce-labels|mumbo,s:wp-mumbo-sauce|s:web-capital-city-history|s:web-capital-city-about|s:web-sjp-capital-city-melford|s:web-blacknews-capital-city|s:web-botwc-arsha-jones|s:web-washingtonian-charles-jones,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/capital-city-mambo-sauce/
central-bbq,place,Central BBQ,Central Barbecue|CBQ,memphis,TN,Memphis,35.1258836,-89.9867443,"{""state"": ""TN"", ""status"": ""open"", ""founded"": 2002, ""cooked"": ""smoked"", ""styles"": [""memphis-dry-rub"", ""smoked-bbq-wing""]}","A Memphis barbecue house started in 2002 by two competition cooks, Craig Blondis and Roger Sapp, on Central Avenue. Smoked hot wings come off the same pit as the ribs, whole, in six finishes: wet, naked, jerked, dry spice, honey gold or sweet heat. The house line is ""Smoke is Our Sauce.""",,smoked-bbq-wing|memphis-dry-rub|memphis-rub|smoke-then-fry|naked|jerk-marinade|chings-hot-wings|southern-foodways-alliance,s:web-central-bbq-about|s:web-central-bbq-midtown|s:web-sfa-central-bbq,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/central-bbq/
chickie-and-petes,place,Chickie's & Pete's,Chickie's and Pete's,philadelphia,PA,Philadelphia,40.0274043,-75.0599741,"{""state"": ""PA"", ""status"": ""open"", ""founded"": 1977, ""cooked"": ""fried"", ""styles"": [""buffalo"", ""smoked-bbq-wing""]}","A Philadelphia sports bar and crab house that began as a Mayfair taproom in 1977 and now runs stadium, casino and airport rooms. Crabfries are what it is known for; Chickie's Wings come classic in six or ten, boneless in eight or twelve, in buffalo, sweet heat, dry rub or barbecue, with celery and blue cheese or ranch.",,wing-bowl|boneless-wings|french-fries|buffalo|celery-and-carrots|ranch-vs-blue-cheese|super-bowl-sunday|the-price-of-a-wing,s:web-wp-chickies-and-petes|s:web-chickies-petes-menu|s:web-chickies-petes-locations,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/chickie-and-petes/
chings-hot-wings,place,Ching's Hot Wings,Ching's Best Wings|Ching's Hotwings,memphis,TN,Memphis,35.0972295,-89.9308268,"{""state"": ""TN"", ""status"": ""open"", ""founded"": 2003, ""cooked"": ""fried"", ""styles"": [""memphis-dry-rub""]}","A Memphis wing shop on Getwell Road, trading since 2003, selling whole wings by the piece from three to four hundred. Flavours run dry — Seasoned, Lemon Pepper, Dry Hot — and wet, through honey gold, hot, extra hot and one called Suicide. The house combination is the Kam Special: three dry seasonings with a honey hot drizzle over the top.",,memphis-dry-rub|wet-and-dry|wing-cut|party-wing|lemon-pepper-seasoning|garlic-parmesan-sauce|central-bbq|the-price-of-a-wing,s:web-chings-home|s:web-chings-menu,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/chings-hot-wings/
country-sweet-chicken-and-ribs,place,Country Sweet Chicken & Ribs,Country Sweet,rochester,NY,Rochester,43.1171914,-77.6219256,"{""state"": ""NY"", ""status"": ""open"", ""founded"": 1977, ""cooked"": ""fried"", ""styles"": [""rochester-breaded""]}","A Rochester counter open since 1977, hand-breading its wings and glazing them in a sauce the founder built in a home kitchen and the city now buys by the bottle. The house says the sauce is ""not quite BBQ, and it certainly wasn't Buffalo—it was something entirely new,"" which is the whole of Rochester's case against Buffalo in one line of its own marketing.",,rochester-breaded|breaded-fry|buffalo|honey-bbq-sauce|jeremiahs-tavern|garbage-plate,s:web-countrysweet|s:web-countrysweet-locations|s:wp-rochester-new-york|s:osm,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/country-sweet-chicken-and-ribs/
duffs-famous-wings,place,Duff's Famous Wings,Duff's|Duff's Sheridan Drive,western-ny,NY,Amherst,42.9791498,-78.7983599,"{""state"": ""NY"", ""status"": ""open"", ""founded"": 1946, ""cooked"": ""double-fried"", ""styles"": [""buffalo""]}","A wing house at Sheridan Drive and Millersport Highway in Amherst, north of Buffalo, open under that corner since 1946 and selling wings since 1969. Eight heat levels run from mild to death, and the house warns at every level that its scale runs hotter than the word suggests. Buffalo's long argument over who started the wing puts Duff's on the other side of it from the Anchor Bar.",,anchor-bar|buffalo|the-origin-fight|double-fry|buffalo-sauce|blue-cheese-dressing|wingnutz,s:web-duffs-about|s:web-visitbuffalo-duffs|s:web-buffalo-wing-trail|s:wp-duff-s-famous-wings|s:wp-buffalo-wing|s:osm,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/duffs-famous-wings/
elmos-bar-and-restaurant,place,Elmo's Bar & Restaurant,Elmo's|Elmo's Restaurant & Bar,western-ny,NY,Getzville,43.0141142,-78.768637,"{""state"": ""NY"", ""status"": ""open"", ""cooked"": ""mixed"", ""styles"": [""buffalo""]}","A pitcher-and-television sports bar on Millersport Highway in Getzville, near the University at Buffalo's north campus, whose signature is a wing that goes through the fryer and then onto a grill. The Infatuation calls it the double dip. Orders arrive as sauce combinations — hot and barbecue, cajun and honey mustard — rather than a single heat.",,smoke-then-fry|grill|gabriels-gate|mammosers-tavern|the-pitcher|buffalo,s:web-infatuation-elmos|s:web-visitbuffalo-elmos|s:web-buffalo-wing-trail|s:web-stepout-bonappetit-wings|s:web-restaurantji-elmos|s:osm,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/elmos-bar-and-restaurant/
gabriels-gate,place,Gabriel's Gate,Gabriel's Gate Restaurant,western-ny,NY,Buffalo,42.8996579,-78.8754776,"{""state"": ""NY"", ""status"": ""open"", ""founded"": 1969, ""cooked"": ""fried"", ""styles"": [""buffalo""]}","A restaurant and tavern at 145 Allen Street in Buffalo's Allentown, trading since 1969 inside an 1864 brick row house with tin ceilings and two wood-burning fireplaces. Wings go out big and crispy, sauced with Frank's RedHot, at heats the house runs ""from mild to suicide-hot."" Bon Appétit put them first in Buffalo in 2018, which is how a corner restaurant on a bar street acquired a line at the door.",,franks-redhot|buffalo|elmos-bar-and-restaurant|mammosers-tavern|anchor-bar|naked-fry,s:web-gabriels-gate|s:web-buffalo-wing-trail|s:web-stepout-bonappetit-wings|s:osm,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/gabriels-gate/
harolds-chicken-shack,place,Harold's Chicken Shack,Harold's Chicken|Harold's|Harold's: The Fried Chicken King,chicago,IL,Chicago,41.809569,-87.5959671,"{""state"": ""IL"", ""status"": ""open"", ""founded"": 1950, ""cooked"": ""fried"", ""styles"": [""chicago-mild-sauce""]}","A Chicago fried-chicken institution founded by Harold Pierce in 1950 and franchised to friends and family, now past a hundred storefronts. The constants across the shops are the chicken dinners and the emblem of a cook chasing a chicken with a cleaver, often crowned; everything else — technique, seasoning, menu — varies shop to shop. The counter question is mild sauce or hot.",,chicago-mild-sauce|mild-sauce|harold-pierce|uncle-remus-saucy-fried-chicken|french-fries|chicken-shack-signs|argia-b-collins|boneless-wings,s:wp-harold-s-chicken-shack|s:web-wp-harold-pierce|s:wp-mild-sauce|s:web-blockclub-harolds,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/harolds-chicken-shack/
hattie-bs,place,Hattie B's Hot Chicken,Hattie B's,nashville,TN,Nashville,36.1514926,-86.7966244,"{""state"": ""TN"", ""status"": ""open"", ""founded"": 2012, ""cooked"": ""fried"", ""styles"": [""nashville-hot""]}","A Nashville hot chicken house founded by a father and son both named Nick Bishop, open in Midtown since 2012 and now in seven cities. It is the one with a printed heat ladder, from Southern (no heat) up to Shut the Cluck Up, and it is where most people outside Nashville meet the dish.",,nashville-hot|princes-hot-chicken-shack|nashville-hot-oil|white-bread-and-pickles|chicken-and-waffles|boltons-spicy-chicken-and-fish|atomic,s:wp-hattie-b-s-hot-chicken|s:wp-hot-chicken|s:web-nashville-hot-chicken-hattie-bs,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/hattie-bs/
hooters,place,Hooters,"Hooters, Inc.|Original Hooters|Hooters of America",florida|us,FL,Clearwater,27.9609583,-82.7212313,"{""state"": ""FL"", ""status"": ""open"", ""founded"": 1983, ""cooked"": ""fried"", ""styles"": [""buffalo""]}","A restaurant chain that sells breaded wings, beer and a uniform. Six Clearwater, Florida businessmen incorporated Hooters, Inc. on 1 April 1983 and opened the first restaurant on 4 October that year at 2800 Gulf to Bay Boulevard, in a failed nightclub they bought cheap. Waiting staff are young women in a branded tank top and orange running shorts, called Hooters Girls, and the company has defended that hiring in court for thirty years. The wings come four ways: hand-breaded, naked, grilled in Daytona Beach sauce, or boneless.",,buffalo|breaded-fry|naked|boneless-wings|buffalo-wild-wings|rochester-breaded|super-bowl-sunday|the-price-of-a-wing,s:wp-hooters|s:wp-buffalo-wing|s:web-hooters-menu-wings|s:web-tbbw-hooters-2025|s:web-eeoc-hooters-2024,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/hooters/
horaces-and-dickies,place,Horace & Dickie's Seafood,Horace and Dickie's|Horace & Dickies,dc,MD,Camp Springs,38.8108417,-76.8966754,"{""state"": ""MD"", ""status"": ""open"", ""founded"": 1990, ""cooked"": ""fried"", ""styles"": [""dc-mumbo""]}","A fried-fish carryout that ran thirty years at 12th and H Streets NE in Washington and now trades from Prince George's County, Maryland. Whiting on white or brown bread is the order it is known for; wings share the same fryer.",,dc-mumbo|yums-carry-out|mumbo-sauce|french-fries|wing-basket|the-price-of-a-wing,s:web-dcist-horace-dickies|s:web-wtop-dickie-shannon|s:web-nbc4-dickie-shannon|s:web-experience-pg-horace-dickies,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/horaces-and-dickies/
jeremiahs-tavern,place,Jeremiah's Tavern,Jeremiah's|Jeremiah's Monroe Ave,rochester,NY,Rochester,43.1389642,-77.5801464,"{""state"": ""NY"", ""status"": ""open"", ""cooked"": ""fried"", ""styles"": [""buffalo"", ""rochester-breaded""]}","A tavern at 1104 Monroe Avenue in Rochester, the first of four rooms, frying wings that arrive ""fresh, never frozen"" in sauces the company mixes daily at its own commissary. The house claims a run of readers'-poll wins for wings longer than most of its staff have been alive. The Monroe Avenue kitchen also sells a plate, which is what Rochester calls the pile of meat and starch Nick Tahou Hots trademarked as the Garbage Plate.",,rochester-breaded|garbage-plate|buffalo|country-sweet-chicken-and-ribs|hot-honey|duffs-famous-wings,s:web-jeremiahs-about|s:web-jeremiahs-locations|s:wp-garbage-plate|s:wp-rochester-new-york|s:osm,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/jeremiahs-tavern/
jr-cricketts,place,J.R. Crickets,The Original J.R. Crickets|JR Cricket's,atlanta,GA,Atlanta,33.7710457,-84.383192,"{""state"": ""GA"", ""status"": ""open"", ""founded"": 1982, ""cooked"": ""fried"", ""styles"": [""atlanta-lemon-pepper"", ""buffalo""]}","A Midtown Atlanta wing bar open since 1982, founded by Paul Juliano, who still runs it. Its lemon pepper wet — medium wing sauce with dry lemon pepper shaken over the top — is the wing a television episode made famous, under a name the kitchen did not give it. The house line is “Chicken Is Chicken, but the Wing Is the Thing!”",,atlanta-lemon-pepper|lemon-pepper-wet|american-deli|buffalo|blue-cheese-dressing|all-flats|wet-and-dry,s:wp-lemon-pepper-wings|s:web-jr-crickets|s:web-jr-crickets-locations|s:web-cbs-atlanta-lemon-pepper|s:web-ajc-lemon-pepper-2026|s:web-atlanta-eats-lemon-pepper,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/jr-cricketts/
la-nova-pizzeria,place,La Nova Pizzeria,La Nova|La Nova Wings,western-ny,NY,Buffalo,42.9151387,-78.8881731,"{""state"": ""NY"", ""status"": ""open"", ""founded"": 1957, ""cooked"": ""fried"", ""styles"": [""buffalo"", ""smoked-bbq-wing""]}","A pizzeria on West Ferry Street in Buffalo's west side, run by three generations of the Todaro family, whose barbecue wing is the local counter-argument to cayenne and butter. The wings went from the pizzeria's own counter into a wholesale plant that ships them frozen across the country. Buffalo argues about whether a barbecue wing counts; La Nova sells them by the billion and does not enter the argument.",,honey-bbq-sauce|buffalo-chicken-pizza|boneless-wings|anchor-bar|buffalo|the-price-of-a-wing|smoked-bbq-wing,s:web-lanova-pizzeria|s:web-lanova-wings|s:wp-joseph-todaro-jr|s:osm,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/la-nova-pizzeria/
mammosers-tavern,place,Mammoser's Tavern & Restaurant,Mammoser's,western-ny,NY,Hamburg,42.7153208,-78.8292234,"{""state"": ""NY"", ""status"": ""open"", ""cooked"": ""fried"", ""styles"": [""buffalo""]}","A neighbourhood tavern on South Buffalo Street in Hamburg, twelve miles south of the city, pouring eighteen microbrew drafts and frying a wing in a house sauce built on four kinds of pepper. Bon Appétit put it third in Western New York in 2018. Closed Sundays.",,buffalo|buffalo-sauce|gabriels-gate|elmos-bar-and-restaurant|bar-bill-tavern|the-pitcher,s:web-buffalo-wing-trail|s:web-visitbuffalo-mammosers|s:web-stepout-mammosers|s:web-stepout-bonappetit-wings|s:osm,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/mammosers-tavern/
nine-eleven-tavern,place,Nine-Eleven Tavern,The Nine-Eleven Tavern|911 Tavern,western-ny,NY,Buffalo,42.8452004,-78.8233371,"{""state"": ""NY"", ""status"": ""open"", ""founded"": 1981, ""cooked"": ""fried"", ""styles"": [""buffalo""]}","A cash-only corner tavern in South Buffalo, established 1981, whose wings come out large and heavily sauced in a recipe its late owner kept to himself. Buffalo Rising gives the address as 9-11 Bloomfield Avenue; the mailing address is 11. Five days a week, no cards, no delivery.",,buffalo|buffalo-sauce|national-buffalo-wing-festival|the-toss|gabriels-gate|mammosers-tavern,s:web-nine-eleven-tavern|s:web-buffalorising-nine-eleven|s:web-visitbuffalo-nine-eleven|s:web-stepout-nine-eleven|s:web-buffalo-wing-trail|s:osm,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/nine-eleven-tavern/
peppas-jerk-chicken,place,Peppa's Jerk Chicken,Peppa's|Peppa's Jerk Chicken Restaurant,nyc|caribbean-american,NY,Brooklyn,40.6549839,-73.9598946,"{""state"": ""NY"", ""status"": ""open"", ""founded"": 2005, ""cooked"": ""grilled"", ""styles"": [""caribbean-jerk""]}","A Jamaican takeout counter on Flatbush Avenue in Brooklyn's Little Caribbean, run by Gavin Hussey, whose jerk chicken is dry-rubbed, washed with vinegar and charred black before it is hacked apart to order. It stays open to six in the morning. A house scotch-bonnet jerk sauce goes over the top on request.",,caribbean-jerk|jerk-marinade|mango-habanero|blondies-sports-bar|grill|nashville-hot,s:web-blackowned-brooklyn-peppas|s:web-hdc-peppas|s:web-timeout-peppas|s:web-peppas-online|s:wp-jerk-cooking|s:osm,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/peppas-jerk-chicken/
princes-hot-chicken-shack,place,Prince's Hot Chicken Shack,Prince's Hot Chicken|Prince's Hot Chicken South|BBQ Chicken Shack,nashville,TN,Nashville,36.0438469,-86.7122145,"{""state"": ""TN"", ""status"": ""open"", ""founded"": 1945, ""cooked"": ""fried"", ""styles"": [""nashville-hot""]}","The Nashville hot chicken shack, started by James Thornton Prince and run since 1980 by his great-niece André Prince Jeffries. Chicken — breast, thigh or wing — is marinated, floured, fried to order and painted with a cayenne paste, then served on white bread under pickle slices. Everybody else's hot chicken is measured against it.",,nashville-hot|thornton-prince|andre-prince-jeffries|nashville-hot-oil|white-bread-and-pickles|hattie-bs|boltons-spicy-chicken-and-fish|southern-foodways-alliance|buffalo,s:wp-prince-s-hot-chicken-shack|s:wp-hot-chicken|s:web-sfa-princes|s:web-princes-locations,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/princes-hot-chicken-shack/
uncle-remus-saucy-fried-chicken,place,Uncle Remus Saucy Fried Chicken,Uncle Remus,chicago,IL,Chicago,41.8800579,-87.7654004,"{""state"": ""IL"", ""status"": ""open"", ""founded"": 1963, ""cooked"": ""fried"", ""styles"": [""chicago-mild-sauce""]}","A West Side Chicago fried-chicken counter whose sauce is in its name. Gus W. Rickette Sr. and Mary F. Rickette started it in 1963 as the G & G Chicken Shack and renamed it Uncle Remus in 1969; their daughter Charmaine Rickette Alfred runs it now. The company calls itself ""a Black-owned and women-led business with a rich history rooted in Chicago's West Side.""",,chicago-mild-sauce|mild-sauce|harolds-chicken-shack|mild-sauce-word|dc-mumbo|french-fries|chicken-shack-signs,s:web-uncle-remus-story|s:web-uncle-remus-official|s:wp-mild-sauce|s:osm|s:web-blockclub-mild-sauce,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/uncle-remus-saucy-fried-chicken/
wing-cafe,place,The Wing Cafe & Tap House,The Wing Cafe and Tap House|Wing Cafe,atlanta,GA,Marietta,33.9684874,-84.491808,"{""state"": ""GA"", ""status"": ""open"", ""founded"": 1995, ""cooked"": ""fried"", ""styles"": [""buffalo"", ""garlic-parm"", ""atlanta-lemon-pepper""]}","A wing bar on Roswell Road in east Cobb County, outside Atlanta, carrying thirty-five to forty sauces and marinades and thirty to fifty beers on tap. It opened as a Wild Wing Cafe and kept trading under its own name after the chain link ended.",,garlic-parm|atlanta-lemon-pepper|buffalo|the-pitcher|wing-night|buffalo-wild-wings,s:web-cobb-courier-wing-cafe,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/wing-cafe/
wingnutz,place,Wingnutz,Wingnutz Bar & Grill|WingNutz Bar and Grill|Wingnutz Buffalo,western-ny,NY,Williamsville,42.9892342,-78.7914392,"{""state"": ""NY"", ""status"": ""open"", ""founded"": 2005, ""cooked"": ""fried"", ""styles"": [""buffalo""]}","A sports bar on Millersport Highway in Williamsville, run by Ed and Alicia Wrazen, whose wings ran for thirteen years out of a Knights of Columbus hall before they had a restaurant. A podcast episode in 2021 turned a local following into an international one. The wings are large, crisp and sauced in mixes the couple make themselves.",,buffalo|duffs-famous-wings|beef-on-weck|super-bowl-sunday|the-price-of-a-wing|anchor-bar,s:web-wingnutz-about|s:web-wingnutz-press|s:web-stepout-wingnutz|s:web-buffalorising-wingnutz|s:osm,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/wingnutz/
wingstop,place,Wingstop,Wingstop Inc.|Wingstop Restaurants,texas|us,TX,Dallas,32.8064167,-96.7928319,"{""state"": ""TX"", ""status"": ""open"", ""founded"": 1994, ""cooked"": ""fried"", ""styles"": [""buffalo"", ""atlanta-lemon-pepper"", ""garlic-parm""]}","A fast-food chain built on one part of the bird. Antonio Swad and Bernadette Fiaschetti opened the first Wingstop in Garland, Texas in 1994 and franchised it from 1997; the company is headquartered in Dallas and counted 3,255 restaurants system-wide on 27 June 2026. Orders go in at a counter or through an app, cook after the order lands, and come out sauced by hand in a bowl. The dining rooms carry a 1930s and 1940s pre-jet aviation theme.",,antonio-swad|atlanta-lemon-pepper|buffalo-sauce|the-toss|boneless-wings|super-bowl-sunday|buffalo-wild-wings|bonchon|the-price-of-a-wing,s:wp-wingstop|s:web-wingstop-q2-2026|s:web-wingstop-site|s:web-edgar-wingstop|s:web-ncc-wings-hot-topic|s:web-buffalowing-hall-of-flame,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/wingstop/
yums-carry-out,place,Yum's II Carry-Out,Yum's|Yum's Carry Out|Yum's II,dc,DC,Washington,38.9094398,-77.0317196,"{""state"": ""DC"", ""status"": ""open"", ""cooked"": ""fried"", ""styles"": [""dc-mumbo""]}","A Chinese carryout on 14th Street NW in Washington, open past two most nights, selling fried wings, fried rice and french fries with mumbo sauce over them. It is the first address on most D.C. carryout lists.",,dc-mumbo|mumbo-sauce|mumbo-fries|fried-rice-plate|capital-city-mambo-sauce|john-young|mumbo|horaces-and-dickies,s:wp-mumbo-sauce|s:web-complex-dc-carryout|s:web-yums-ii|s:web-capital-city-history|s:web-wapo-chen-family,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/place/yums-carry-out/
adrian-miller,person,Adrian Miller,the Soul Food Scholar|Adrian E. Miller,us,CO,,,,"{""role"": [""writer"", ""scholar""], ""state"": ""CO""}","Food writer and historian of African American cooking, based in Denver. He describes himself as ""a two-time James Beard Award-winning culinary author, professional speaker, certified barbecue judge, and recovering attorney based in Denver, Colorado."" His books are where the fried chicken counter and the barbecue pit get written up as history rather than as colour.",,southern-foodways-alliance|harold-pierce|bob-gibson|chicago-mild-sauce|smoked-bbq-wing|andre-prince-jeffries,s:web-adrian-miller-about|s:web-wp-adrian-miller,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/person/adrian-miller/
al-morganti,person,Al Morganti,,philadelphia,PA,,,,"{""role"": [""broadcaster"", ""organizer""], ""state"": ""PA""}","Philadelphia hockey writer and broadcaster, born 28 May 1953, and the man Wing Bowl is credited to. He covered the Flyers for the Philadelphia Inquirer from 1979 to 1989, analysed the NHL for ESPN from 1993 to 2005, and sat on WIP's morning show from 1993 to 2023, where he judged the eating stunts that got competitors into the contest.",,wing-bowl|angelo-cataldi|joey-chestnut|bill-simmons-el-wingador|super-bowl-sunday,s:web-wp-al-morganti|s:wp-wing-bowl,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/person/al-morganti/
andre-prince-jeffries,person,André Prince Jeffries,Andre Prince Jeffries|Miss André,nashville|the-south,TN,,,,"{""role"": [""cook"", ""family"", ""founder""], ""state"": ""TN"", ""styles"": [""nashville-hot""]}","Took over her great-uncle Thornton Prince's café in 1980, dropped the BBQ out of its name, and has run Prince's Hot Chicken Shack since. Her account of the dish is the account most writers work from, and she gives it without claiming to have settled it.",,princes-hot-chicken-shack|thornton-prince|nashville-hot|nashville-hot-oil|white-bread-and-pickles|southern-foodways-alliance|hattie-bs|boltons-spicy-chicken-and-fish,s:wp-prince-s-hot-chicken-shack|s:wp-hot-chicken|s:web-sfa-princes-hot-chicken|s:web-bitter-southerner-hot-chicken|s:web-princes-hot-chicken-about,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/person/andre-prince-jeffries/
angelo-cataldi,person,Angelo Cataldi,,philadelphia,PA,,,,"{""role"": [""broadcaster"", ""organizer""], ""state"": ""PA""}","Philadelphia sports-radio morning host, born 13 March 1951, whose WIP show founded Wing Bowl in 1993 and ran it for twenty-six years. A newspaperman first: Providence Journal from 1977, Philadelphia Inquirer sports from 1983, a Pulitzer finalist for covering the 1986 Eagles and Buddy Ryan.",,wing-bowl|al-morganti|bill-simmons-el-wingador|joey-chestnut|super-bowl-sunday|chickie-and-petes,s:web-wp-angelo-cataldi|s:wp-wing-bowl,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/person/angelo-cataldi/
antonio-swad,person,Antonio Swad,,texas|us,TX,,,,"{""role"": [""founder""], ""state"": ""TX""}","Founded Wingstop in Garland, Texas in 1994 with Bernadette Fiaschetti, franchised it from 1997, and sold it in 2003 at ninety units. He had already built Pizza Patrón, started 1986, and sold that in 2017. The National Buffalo Wing Festival put him in its Hall of Flame in 2010.",,wingstop|jim-disbrow|national-buffalo-wing-festival|boneless-wings|lemon-pepper-seasoning|the-price-of-a-wing,s:wp-wingstop|s:web-nrn-swad-porch-swing|s:web-hall-of-flame,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/person/antonio-swad/
